,customer,recency,frequency,monetary,country
695,17861,0,8,2097.88,United Kingdom
696,18259,15,3,2338.6,United Kingdom
697,12558,28,1,269.96,USA
698,12749,13,5,4090.88,United Kingdom
699,13034,14,2,642.77,United Kingdom
700,13236,5,2,744.85,United Kingdom
701,13531,12,2,483.8,United Kingdom
702,13575,0,5,732.07,United Kingdom
703,13895,2,4,2593.07,United Kingdom
704,13993,0,9,3466.36,United Kingdom
705,14088,1,13,50491.81,United Kingdom
706,14534,3,18,4397.3,United Kingdom
707,14538,2,2,388.25,United Kingdom
708,14730,2,8,1897.57,United Kingdom
709,14828,0,3,2139.76,United Kingdom
710,14975,17,1,279.94,United Kingdom
711,15014,3,2,257.67,United Kingdom
712,15388,16,1,140.54,Canada
713,15518,2,8,1921.55,United Kingdom
714,15719,6,13,5030.07,United Kingdom
715,15894,0,2,258.25,United Kingdom
716,15942,1,1,337.44,United Kingdom
717,16055,27,1,134.8,United Kingdom
718,16168,0,27,3787.6,United Kingdom
719,16389,8,4,1382.07,United Kingdom
720,17119,19,2,606.91,United Kingdom
721,17187,3,1,203.95,United Kingdom
722,17295,19,3,547.0,United Kingdom
723,17619,0,1,214.37,United Kingdom
724,18059,4,3,306.46,United Kingdom
725,18173,6,4,2106.84,United Kingdom
726,12462,9,2,1189.59,Spain
727,12519,23,1,330.84,Germany
728,12556,10,2,599.56,Spain
729,12580,23,1,415.7,Germany
730,12583,0,15,7281.38,France
731,12857,17,2,1106.4,United Kingdom
732,12875,11,2,343.23,United Kingdom
733,13229,2,1,160.95,United Kingdom
734,13279,8,1,137.75,United Kingdom
735,13318,22,3,640.76,United Kingdom
736,14040,0,12,3560.32,United Kingdom
737,14154,16,2,1345.62,United Kingdom
738,14210,4,6,1905.84,United Kingdom
739,14257,5,5,3099.72,United Kingdom
740,14656,7,2,291.05,United Kingdom
741,15034,0,8,4274.16,United Kingdom
742,15159,2,30,18641.01,United Kingdom
743,15199,12,4,1268.7,United Kingdom
744,15252,21,2,740.78,United Kingdom
745,15865,0,3,895.13,United Kingdom
746,16024,3,1,251.03,United Kingdom
747,16419,6,6,958.71,United Kingdom
748,16882,4,3,705.12,United Kingdom
749,17033,16,3,1030.14,United Kingdom
750,17350,5,4,1281.32,United Kingdom
751,17519,1,6,1844.02,United Kingdom
752,17739,1,7,2791.35,United Kingdom
753,17885,3,1,156.34,United Kingdom
754,17886,17,3,869.28,United Kingdom
755,18068,7,1,101.7,United Kingdom
756,18084,7,1,90.48,United Kingdom
757,18145,0,4,2861.55,United Kingdom
758,13015,4,5,3339.64,United Kingdom
759,13339,7,1,860.12,United Kingdom
760,13357,3,1,609.4,United Kingdom
761,14077,0,5,499.42,United Kingdom
762,14089,16,1,158.75,United Kingdom
763,14291,10,11,3883.25,United Kingdom
764,14407,1,6,2157.73,United Kingdom
765,14638,10,1,443.6,United Kingdom
766,14861,12,1,125.79,United Kingdom
767,14862,16,2,841.2,United Kingdom
768,15333,15,1,1028.56,United Kingdom
769,15347,387,1,201.6,United Kingdom
770,15508,2,6,1000.27,United Kingdom
771,16038,8,3,471.78,United Kingdom
772,17049,12,9,5655.03,United Kingdom
773,17263,15,1,63.44,United Kingdom
774,17377,1,20,4058.32,United Kingdom
775,17771,10,2,245.81,United Kingdom
776,18041,0,21,4097.37,United Kingdom
777,18133,19,1,931.5,United Kingdom
778,12526,13,3,1316.66,Germany
779,12750,27,1,275.88,Poland
780,12770,17,1,1351.45,Japan
781,13267,6,19,4521.49,United Kingdom
782,13643,22,3,519.44,United Kingdom
783,14488,27,1,1064.28,United Kingdom
784,14591,6,4,1320.21,United Kingdom
785,14988,18,1,334.54,United Kingdom
786,15027,6,4,1066.15,United Kingdom
787,15806,6,3,784.58,United Kingdom
788,16533,10,3,1082.81,United Kingdom
789,16558,0,20,8338.49,United Kingdom
790,16685,21,2,324.24,United Kingdom
791,16942,3,9,1904.99,United Kingdom
792,17531,28,1,296.7,United Kingdom
793,17702,1,4,1824.37,United Kingdom
794,12431,2,15,6419.95,Australia
795,12432,2,5,5059.32,Norway
796,12513,11,1,612.29,France
797,13489,4,4,449.52,United Kingdom
798,13552,2,12,3740.07,United Kingdom
799,14214,8,5,1004.38,United Kingdom
800,14297,8,4,1305.33,United Kingdom
801,14681,1,3,498.95,United Kingdom
802,14853,15,2,475.8,United Kingdom
803,15050,1,3,1737.69,United Kingdom
804,15223,2,2,755.75,United Kingdom
805,15276,26,1,128.63,United Kingdom
806,15506,5,3,972.08,United Kingdom
807,15701,3,4,1529.0,United Kingdom
808,15746,2,1,196.88,United Kingdom
809,16754,393,1,2002.4,United Kingdom
810,16932,13,1,150.23,United Kingdom
811,17325,26,1,96.8,United Kingdom
812,17382,25,1,65.4,United Kingdom
813,17859,22,1,141.92,United Kingdom
814,18123,15,2,574.44,United Kingdom
815,12349,9,1,1757.55,Italy
816,12421,6,4,807.04,Spain
817,12473,13,5,3928.05,Germany
818,13655,13,2,932.97,United Kingdom
819,13859,13,1,201.16,United Kingdom
820,14113,8,4,1840.42,United Kingdom
821,14132,0,11,3586.03,United Kingdom
822,14354,21,2,163.62,United Kingdom
823,14404,5,6,1449.32,United Kingdom
824,14451,1,2,643.9,United Kingdom
825,14618,0,3,553.44,United Kingdom
826,14785,1,2,77.4,United Kingdom
827,14852,8,6,2836.69,United Kingdom
828,14954,3,1,294.85,United Kingdom
829,15186,5,2,411.41,United Kingdom
830,15245,2,3,2515.84,United Kingdom
831,15339,5,2,574.07,United Kingdom
832,15365,2,7,2314.32,United Kingdom
833,15393,7,2,231.86,United Kingdom
834,15435,13,1,149.29,United Kingdom
835,15504,11,1,52.83,United Kingdom
836,15582,0,3,682.91,United Kingdom
837,15811,4,6,2218.62,United Kingdom
838,15984,0,10,2780.63,United Kingdom
839,16052,14,1,362.06,United Kingdom
840,16369,3,3,1545.41,United Kingdom
841,16400,24,1,303.93,United Kingdom
842,16429,5,1,284.55,United Kingdom
843,16573,8,2,663.61,United Kingdom
844,16591,28,1,213.5,United Kingdom
845,17135,7,7,1139.73,United Kingdom
846,17171,7,1,224.91,United Kingdom
847,17398,1,3,653.38,United Kingdom
848,17618,25,3,930.28,United Kingdom
849,18015,25,1,120.03,United Kingdom
850,12391,12,1,439.66,Cyprus
851,13085,13,2,416.08,United Kingdom
852,13093,5,8,7832.47,United Kingdom
853,13717,10,6,1445.01,United Kingdom
854,13951,12,3,674.45,United Kingdom
855,14540,0,3,952.66,United Kingdom
856,14628,19,2,671.96,United Kingdom
857,14804,29,1,353.27,United Kingdom
858,15747,3,3,946.64,United Kingdom
859,15987,3,7,1432.77,United Kingdom
860,16104,21,1,298.21,United Kingdom
861,16411,10,2,211.7,United Kingdom
862,16949,0,6,1286.27,United Kingdom
863,16971,29,1,357.21,United Kingdom
864,17453,8,2,486.72,United Kingdom
865,17589,17,4,2404.17,United Kingdom
866,17967,392,1,112.27,United Kingdom
867,12667,18,1,620.13,Finland
868,13351,26,1,373.94,United Kingdom
869,13521,1,3,1071.73,United Kingdom
870,13868,28,2,3192.54,United Kingdom
871,14676,8,6,2548.24,United Kingdom
872,14757,5,1,420.5,United Kingdom
873,14903,7,5,2795.33,United Kingdom
874,14978,2,5,1921.37,United Kingdom
875,15471,23,1,454.48,United Kingdom
876,15766,24,1,315.06,United Kingdom
877,15801,6,3,1063.95,United Kingdom
878,16236,8,1,432.2,United Kingdom
879,16311,8,2,616.26,United Kingdom
880,16595,21,1,360.16,United Kingdom
881,16871,1,6,2812.34,United Kingdom
882,16887,26,1,192.33,United Kingdom
883,17551,380,1,290.34,United Kingdom
884,17556,12,1,157.9,United Kingdom
885,17623,23,1,527.05,United Kingdom
886,18143,9,2,1000.16,United Kingdom
887,12474,2,18,7324.09,Germany
888,12631,17,1,640.5,Finland
889,12704,4,8,2340.84,Finland
890,12791,394,1,192.6,Netherlands
891,12828,11,6,1018.71,United Kingdom
892,12834,28,1,312.38,United Kingdom
893,12994,14,3,974.42,United Kingdom
894,13106,1,1,76.5,United Kingdom
895,13168,5,4,1299.59,United Kingdom
896,13249,7,3,711.41,United Kingdom
897,13397,2,5,1544.13,United Kingdom
898,13518,15,1,627.16,United Kingdom
899,13689,23,1,910.0,United Kingdom
900,14020,7,2,642.8,United Kingdom
901,14349,1,1,133.5,United Kingdom
902,15002,14,4,1641.76,United Kingdom
903,15208,1,5,870.12,United Kingdom
904,15237,4,4,1412.32,United Kingdom
905,15602,0,9,1297.87,United Kingdom
906,15628,1,9,2870.24,United Kingdom
907,15648,11,2,639.5,United Kingdom
908,16006,18,1,101.4,United Kingdom
909,16610,26,1,75.66,United Kingdom
910,16960,20,3,507.05,United Kingdom
911,17124,23,1,294.24,United Kingdom
912,17155,8,2,251.7,United Kingdom
913,17267,26,2,317.2,United Kingdom
914,17268,6,4,763.64,United Kingdom
915,17744,9,6,2322.4,United Kingdom
916,18227,24,1,93.75,United Kingdom
917,12408,6,5,2888.55,Belgium
918,12414,4,3,562.41,Austria
919,13878,14,1,1271.57,United Kingdom
920,14600,23,1,393.33,United Kingdom
921,14841,6,6,3295.76,United Kingdom
922,15059,0,9,1337.72,United Kingdom
923,15304,2,8,694.4,United Kingdom
924,15465,3,18,7354.62,United Kingdom
925,15621,2,4,1293.03,United Kingdom
926,15764,6,6,3279.97,United Kingdom
927,16967,27,1,319.02,United Kingdom
928,17179,9,3,711.79,United Kingdom
929,17457,11,5,1737.7,United Kingdom
930,17866,10,1,329.65,United Kingdom
931,12565,6,1,145.92,Saudi Arabia
932,13316,0,4,5732.93,United Kingdom
933,13356,10,1,768.24,United Kingdom
934,13596,3,2,664.11,United Kingdom
935,13743,5,7,1341.6,United Kingdom
936,14195,8,2,1012.0,United Kingdom
937,14205,7,2,466.7,United Kingdom
938,14350,20,1,282.93,United Kingdom
939,14470,2,2,461.19,United Kingdom
940,14972,27,1,114.77,United Kingdom
941,14998,8,2,414.87,United Kingdom
942,15544,0,9,3546.71,United Kingdom
943,15587,10,4,913.68,United Kingdom
944,15725,6,1,415.25,United Kingdom
945,16372,24,2,355.73,United Kingdom
946,16458,2,18,3482.74,United Kingdom
947,16668,2,6,306.72,United Kingdom
948,17205,13,1,384.08,United Kingdom
949,17238,2,17,3719.1,United Kingdom
950,17790,1,14,1964.3,United Kingdom
951,17874,1,6,683.46,United Kingdom
952,18018,6,2,122.14,United Kingdom
953,18171,0,5,1231.31,United Kingdom
954,18215,19,1,299.34,United Kingdom
955,12853,2,6,1957.1,United Kingdom
956,12966,0,1,160.18,United Kingdom
957,13226,19,1,108.21,United Kingdom
958,13470,14,2,165.0,United Kingdom
959,13571,0,12,2088.94,United Kingdom
960,13858,17,1,216.17,United Kingdom
961,13887,11,1,349.55,United Kingdom
962,14079,23,1,375.1,United Kingdom
963,14815,27,2,778.5,United Kingdom
964,14847,16,1,309.4,United Kingdom
965,15076,10,1,880.85,United Kingdom
966,15478,0,2,1399.92,United Kingdom
967,15537,1,1,110.92,United Kingdom
968,15704,8,4,2293.62,United Kingdom
969,15724,2,2,218.25,United Kingdom
970,16895,24,1,202.27,United Kingdom
971,16965,3,1,201.19,United Kingdom
972,17222,25,1,328.65,United Kingdom
973,17433,18,1,303.16,United Kingdom
974,17564,4,3,454.01,United Kingdom
975,17596,4,7,2806.69,United Kingdom
976,17682,0,6,2474.33,United Kingdom
977,18118,1,26,5625.08,United Kingdom
978,12360,7,3,2662.06,Austria
979,12442,24,1,172.06,Spain
980,12574,2,1,218.45,France
981,12638,24,1,671.69,Sweden
982,12867,3,7,4009.34,United Kingdom
983,13428,1,1,201.78,United Kingdom
984,14163,6,4,2445.91,United Kingdom
985,14355,386,1,174.4,United Kingdom
986,15355,13,2,277.05,United Kingdom
987,15562,372,1,134.55,United Kingdom
988,16393,2,13,3040.96,United Kingdom
989,16811,8,2,547.07,United Kingdom
990,17157,14,2,319.0,United Kingdom
991,17574,19,1,185.65,United Kingdom
992,17675,0,31,20374.28,United Kingdom
993,17772,1,2,173.45,United Kingdom
994,18168,11,6,1160.04,United Kingdom
995,12346,12,1,77183.6,United Kingdom
996,12461,22,2,826.88,Switzerland
997,12491,29,1,460.4,France
998,13533,13,3,269.09,United Kingdom
999,14338,3,2,588.22,United Kingdom
1000,14967,9,1,463.8,United Kingdom
1001,15963,5,2,470.76,United Kingdom
1002,15996,3,6,1032.58,United Kingdom
1003,16214,8,3,1062.75,United Kingdom
1004,16278,0,1,566.38,United Kingdom
1005,16643,22,1,487.51,United Kingdom
1006,16907,8,5,928.76,United Kingdom
1007,16909,2,1,379.14,United Kingdom
1008,17025,20,3,357.77,United Kingdom
1009,17680,14,1,184.4,United Kingdom
1010,17889,9,2,201.37,United Kingdom
1011,17894,0,8,1118.96,United Kingdom
1012,17901,20,1,110.38,United Kingdom
1013,12500,5,11,4257.82,Germany
1014,12936,8,4,1063.9,United Kingdom
1015,12993,14,4,414.76,United Kingdom
1016,13067,12,1,115.46,United Kingdom
1017,13247,8,4,501.12,United Kingdom
1018,13529,8,2,307.76,United Kingdom
1019,13583,23,1,781.03,United Kingdom
1020,13712,23,1,228.84,United Kingdom
1021,13991,3,6,852.88,United Kingdom
1022,14198,9,4,701.4,United Kingdom
1023,14216,7,4,1839.3,United Kingdom
1024,14290,2,5,2314.65,United Kingdom
1025,14387,4,3,1727.6,United Kingdom
1026,14547,3,8,3974.75,United Kingdom
1027,15098,20,3,39916.5,United Kingdom
1028,15482,3,12,10879.76,United Kingdom
1029,15977,0,2,1054.73,United Kingdom
1030,17091,11,9,3827.76,United Kingdom
1031,17313,22,1,2328.84,United Kingdom
1032,17506,5,1,302.2,United Kingdom
1033,17517,26,1,153.94,United Kingdom
1034,17937,3,7,4301.22,United Kingdom
1035,18037,0,6,70.02,United Kingdom
1036,12576,17,5,1315.83,Poland
1037,12719,25,2,644.95,France
1038,13120,15,1,30.6,United Kingdom
1039,13690,19,1,172.25,United Kingdom
1040,13801,26,1,324.8,United Kingdom
1041,14031,0,19,17286.86,United Kingdom
1042,14104,3,2,216.21,United Kingdom
1043,14495,10,2,123.8,United Kingdom
1044,14542,23,1,103.25,United Kingdom
1045,14603,20,1,660.0,United Kingdom
1046,15044,0,17,7634.73,United Kingdom
1047,15639,2,1,425.32,United Kingdom
1048,15852,4,2,160.71,United Kingdom
1049,16113,21,1,161.38,United Kingdom
1050,16284,10,2,812.68,United Kingdom
1051,16305,6,1,361.22,United Kingdom
1052,16780,0,2,422.24,United Kingdom
1053,17198,14,3,692.22,United Kingdom
1054,17513,2,1,513.2,United Kingdom
1055,12743,2,2,540.13,Unspecified
1056,13659,7,2,1563.0,United Kingdom
1057,13880,12,13,3219.77,United Kingdom
1058,14052,10,1,225.36,United Kingdom
1059,14150,26,2,658.64,United Kingdom
1060,14389,25,2,1043.46,United Kingdom
1061,14643,8,2,693.81,United Kingdom
1062,15145,3,4,1194.73,United Kingdom
1063,15171,18,1,1289.5,United Kingdom
1064,15238,20,3,1071.99,United Kingdom
1065,15547,0,14,4910.6,United Kingdom
1066,15812,0,5,1801.14,United Kingdom
1067,16406,9,1,154.35,United Kingdom
1068,16613,0,1,618.59,United Kingdom
1069,16756,21,1,239.4,United Kingdom
1070,16902,15,1,1706.88,United Kingdom
1071,17058,6,3,1179.89,United Kingdom
1072,17419,2,12,4226.57,United Kingdom
1073,17728,16,3,2876.01,United Kingdom
1074,17830,6,3,398.7,United Kingdom
1075,17976,393,1,321.79,United Kingdom
1076,18044,1,10,2088.6,United Kingdom
1077,18235,1,3,1796.48,United Kingdom
1078,12644,28,1,477.91,Germany
1079,12871,14,2,380.64,United Kingdom
1080,13314,3,3,775.94,United Kingdom
1081,13784,0,11,2462.79,United Kingdom
1082,14273,4,4,559.97,United Kingdom
1083,14396,25,2,487.99,United Kingdom
1084,14408,1,7,2599.03,United Kingdom
1085,14500,11,3,356.85,United Kingdom
1086,15128,6,4,1471.0,United Kingdom
1087,15280,10,1,113.12,United Kingdom
1088,15307,25,1,205.3,United Kingdom
1089,15753,22,1,79.2,United Kingdom
1090,16327,2,6,3820.27,United Kingdom
1091,16597,25,1,90.04,United Kingdom
1092,16745,0,17,7180.7,United Kingdom
1093,17560,11,4,854.95,United Kingdom
1094,17609,0,5,1105.78,United Kingdom
1095,17652,3,12,4867.72,United Kingdom
1096,17698,6,1,154.95,United Kingdom
1097,17732,393,1,303.97,United Kingdom
1098,17789,27,1,225.9,United Kingdom
1099,18074,394,1,489.6,United Kingdom
1100,12409,8,3,11072.67,Switzerland
1101,12579,8,1,440.42,France
1102,13630,3,7,2031.78,United Kingdom
1103,13675,2,2,486.82,United Kingdom
1104,14248,5,1,302.58,United Kingdom
1105,14735,1,32,6065.69,United Kingdom
1106,15010,26,1,308.94,United Kingdom
1107,15074,4,1,735.67,United Kingdom
1108,15432,14,1,171.19,United Kingdom
1109,15939,2,15,6115.01,United Kingdom
1110,16081,5,5,2799.42,United Kingdom
1111,16116,18,1,612.78,United Kingdom
1112,16353,2,23,6675.71,United Kingdom
1113,16513,3,4,874.59,United Kingdom
1114,16863,22,2,502.8,United Kingdom
1115,17394,26,1,203.87,United Kingdom
1116,12356,12,3,2811.43,Portugal
1117,12435,9,2,7829.89,Denmark
1118,12472,4,7,6572.11,Germany
1119,12481,2,10,5579.82,Germany
1120,12824,19,1,397.12,United Kingdom
1121,12827,4,3,430.15,United Kingdom
1122,12955,6,11,4757.16,United Kingdom
1123,13213,6,5,1520.58,United Kingdom
1124,13300,7,1,371.89,United Kingdom
1125,13430,9,2,679.45,United Kingdom
1126,13581,27,1,118.0,United Kingdom
1127,13634,5,5,1547.36,United Kingdom
1128,13959,9,3,594.04,United Kingdom
1129,14282,0,15,3701.44,United Kingdom
1130,14472,0,8,1852.67,United Kingdom
1131,15607,23,1,104.76,United Kingdom
1132,15646,23,3,447.64,United Kingdom
1133,16185,7,2,529.41,United Kingdom
1134,16226,10,3,255.12,United Kingdom
1135,16587,9,1,225.15,United Kingdom
1136,16747,27,2,836.06,United Kingdom
1137,16805,11,2,460.59,United Kingdom
1138,16806,2,4,762.16,United Kingdom
1139,17274,26,1,107.82,United Kingdom
1140,17357,15,2,384.39,United Kingdom
1141,17757,0,30,5593.39,United Kingdom
1142,17767,6,1,271.2,United Kingdom
1143,17949,0,45,58510.48,United Kingdom
1144,17980,3,3,811.45,United Kingdom
1145,18080,9,2,1231.5,United Kingdom
1146,12578,12,2,2794.51,Italy
1147,12863,12,1,521.2,United Kingdom
1148,12917,27,1,594.0,United Kingdom
1149,13049,5,2,656.68,United Kingdom
1150,13193,21,1,112.08,United Kingdom
1151,13384,3,7,4151.93,United Kingdom
1152,14156,0,55,117210.08,EIRE
1153,14339,19,1,309.52,United Kingdom
1154,15114,1,10,2760.56,United Kingdom
1155,15133,3,3,982.42,United Kingdom
1156,15241,0,8,1756.44,United Kingdom
1157,15367,17,4,1877.59,United Kingdom
1158,16247,8,1,114.56,United Kingdom
1159,16536,9,1,548.12,United Kingdom
1160,16767,3,11,5575.56,United Kingdom
1161,16979,8,6,1852.0,United Kingdom
1162,17186,6,2,144.0,United Kingdom
1163,17330,13,2,363.9,United Kingdom
1164,17629,9,8,1814.12,United Kingdom
1165,17655,0,7,2638.94,United Kingdom
1166,12654,1,5,601.98,Germany
1167,12762,16,2,1898.52,Portugal
1168,13182,5,1,121.18,United Kingdom
1169,13239,7,1,329.56,United Kingdom
1170,13403,8,1,75.0,United Kingdom
1171,13456,8,6,1766.72,United Kingdom
1172,13670,5,1,349.7,United Kingdom
1173,13892,12,4,632.97,United Kingdom
1174,14234,5,4,754.12,United Kingdom
1175,14475,1,3,925.85,United Kingdom
1176,14518,24,1,174.37,United Kingdom
1177,14882,17,2,589.7,United Kingdom
1178,14890,0,1,125.65,United Kingdom
1179,14896,11,2,468.77,United Kingdom
1180,15626,4,2,675.8,United Kingdom
1181,15695,12,2,409.98,United Kingdom
1182,16098,11,7,2005.63,United Kingdom
1183,16319,24,1,404.4,United Kingdom
1184,16446,12,2,168472.5,United Kingdom
1185,16716,12,2,901.2,United Kingdom
1186,17510,15,1,308.48,United Kingdom
1187,17759,7,3,819.96,United Kingdom
1188,17843,21,1,205.48,United Kingdom
1189,17948,15,1,358.56,United Kingdom
1190,18027,28,1,115.31,United Kingdom
1191,12365,9,2,641.38,Cyprus
1192,12593,7,3,418.1,France
1193,12879,4,3,573.22,United Kingdom
1194,12919,7,6,1335.19,United Kingdom
1195,12974,4,1,144.8,United Kingdom
1196,13047,0,10,3237.54,United Kingdom
1197,13260,21,1,557.62,United Kingdom
1198,13471,7,4,2501.84,United Kingdom
1199,13509,0,7,979.72,United Kingdom
1200,13654,3,6,2707.33,United Kingdom
1201,13761,10,2,1070.65,United Kingdom
1202,13802,0,3,4599.42,United Kingdom
1203,14483,27,1,137.1,United Kingdom
1204,14675,7,1,596.36,United Kingdom
1205,14823,1,3,321.43,United Kingdom
1206,15057,2,2,1489.5,United Kingdom
1207,15311,1,91,60632.75,United Kingdom
1208,15785,4,5,2328.97,United Kingdom
1209,15870,23,1,351.44,United Kingdom
1210,16122,3,4,684.42,United Kingdom
1211,16147,1,1,375.0,United Kingdom
1212,16315,17,1,226.37,United Kingdom
1213,16655,0,6,3789.52,United Kingdom
1214,17634,7,9,2358.59,United Kingdom
1215,17705,4,9,1823.52,United Kingdom
1216,17806,2,1,546.04,United Kingdom
1217,12358,18,2,1168.06,Austria
1218,12651,21,1,114.0,France
1219,12877,3,12,1535.77,United Kingdom
1220,13029,6,3,1247.5,United Kingdom
1221,13242,11,3,270.4,United Kingdom
1222,13514,3,1,152.2,United Kingdom
1223,13652,2,3,1095.08,United Kingdom
1224,13844,2,1,361.62,United Kingdom
1225,14640,4,6,2107.38,United Kingdom
1226,14657,8,4,848.22,United Kingdom
1227,14793,12,1,228.99,United Kingdom
1228,15066,13,1,893.59,United Kingdom
1229,15113,0,3,3509.43,United Kingdom
1230,16552,19,2,379.73,United Kingdom
1231,16820,25,1,497.61,United Kingdom
1232,16926,392,1,230.25,United Kingdom
1233,17571,10,4,1425.67,United Kingdom
1234,17572,1,4,226.75,United Kingdom
1235,17864,3,3,554.85,United Kingdom
1236,18099,26,1,168.31,United Kingdom
1237,12424,0,2,1760.96,Australia
1238,12562,5,7,3781.74,France
1239,12904,9,2,496.06,United Kingdom
1240,12981,1,2,372.22,United Kingdom
1241,13044,9,1,560.47,United Kingdom
1242,13650,7,6,1836.34,United Kingdom
1243,13982,0,4,1871.81,United Kingdom
1244,14004,3,7,4582.64,United Kingdom
1245,14006,0,3,962.19,United Kingdom
1246,14080,23,1,45.6,United Kingdom
1247,14403,9,4,1475.81,United Kingdom
1248,14649,2,4,1402.59,United Kingdom
1249,14799,11,1,157.7,United Kingdom
1250,14918,14,2,1610.15,United Kingdom
1251,15247,21,1,356.0,United Kingdom
1252,15408,10,1,267.18,United Kingdom
1253,15797,6,4,2207.4,United Kingdom
1254,15947,12,1,1708.24,United Kingdom
1255,16014,9,3,646.83,United Kingdom
1256,16719,4,7,1770.22,United Kingdom
1257,16842,0,3,1264.19,United Kingdom
1258,16910,0,8,1508.96,United Kingdom
1259,17080,13,2,287.62,United Kingdom
1260,17230,10,8,3638.41,United Kingdom
1261,17362,16,2,312.23,United Kingdom
1262,17515,5,4,639.02,United Kingdom
1263,17722,11,4,2424.04,United Kingdom
1264,17899,27,1,154.55,United Kingdom
1265,12374,16,1,742.93,Austria
1266,12567,7,10,9401.28,France
1267,12650,24,1,314.44,France
1268,12729,12,1,453.01,France
1269,12821,21,1,92.72,United Kingdom
1270,13094,10,12,1927.32,United Kingdom
1271,13271,28,1,211.49,United Kingdom
1272,13466,22,1,307.9,United Kingdom
1273,13737,7,1,339.6,United Kingdom
1274,13786,388,1,230.4,United Kingdom
1275,13791,6,2,1516.0,United Kingdom
1276,13803,1,1,277.07,United Kingdom
1277,13908,9,4,2369.55,United Kingdom
1278,14126,1,3,706.13,United Kingdom
1279,14145,6,4,3742.2,United Kingdom
1280,14152,5,2,621.29,United Kingdom
1281,14208,24,1,151.74,United Kingdom
1282,14522,1,4,974.54,United Kingdom
1283,14524,1,9,1843.83,United Kingdom
1284,14533,11,7,1949.72,United Kingdom
1285,15039,0,47,19766.59,United Kingdom
1286,15189,0,41,16225.39,United Kingdom
1287,15466,15,1,334.53,United Kingdom
1288,16120,19,4,1309.14,United Kingdom
1289,16666,10,1,118.98,United Kingdom
1290,16746,0,18,6680.11,United Kingdom
1291,16905,6,7,3037.6,United Kingdom
1292,17324,8,4,986.48,United Kingdom
1293,17373,0,4,646.92,United Kingdom
1294,17385,5,1,256.11,United Kingdom
1295,17594,0,2,993.18,United Kingdom
1296,12691,5,6,1035.8,France
1297,12849,14,2,1010.29,United Kingdom
1298,13375,18,1,778.65,United Kingdom
1299,13447,14,3,1129.14,United Kingdom
1300,13621,15,1,213.85,United Kingdom
1301,14508,13,2,268.05,United Kingdom
1302,14968,21,1,147.59,United Kingdom
1303,15419,15,1,135.86,United Kingdom
1304,15463,20,1,126.14,United Kingdom
1305,16099,2,3,731.9,United Kingdom
1306,16146,9,3,734.13,United Kingdom
1307,16697,18,1,112.75,United Kingdom
1308,16764,0,13,2790.95,United Kingdom
1309,17429,23,3,524.92,United Kingdom
1310,17615,10,3,329.6,United Kingdom
1311,18035,3,3,713.89,United Kingdom
1312,18241,0,17,2073.09,United Kingdom
1313,12390,9,1,549.84,Belgium
1314,13345,5,1,389.5,United Kingdom
1315,13408,0,62,28117.04,United Kingdom
1316,13721,27,1,524.14,United Kingdom
1317,13722,0,3,2375.41,United Kingdom
1318,13812,2,3,539.0,Germany
1319,13914,2,2,626.45,United Kingdom
1320,14276,7,3,1119.74,United Kingdom
1321,14280,3,1,134.04,United Kingdom
1322,14353,22,1,90.6,United Kingdom
1323,14548,4,2,652.8,United Kingdom
1324,15901,7,3,351.73,United Kingdom
1325,16612,18,4,1187.66,United Kingdom
1326,16628,3,5,2188.05,United Kingdom
1327,16829,24,1,197.22,United Kingdom
1328,17286,12,1,151.37,United Kingdom
1329,17760,12,2,287.59,United Kingdom
1330,17896,14,1,256.32,United Kingdom
1331,17991,2,2,93.35,United Kingdom
1332,18008,0,9,2116.19,United Kingdom
1333,12475,13,1,723.38,Germany
1334,12909,0,5,2178.67,United Kingdom
1335,12929,29,1,117.85,United Kingdom
1336,12956,24,1,108.07,United Kingdom
1337,13388,0,2,677.1,United Kingdom
1338,13955,22,2,322.96,United Kingdom
1339,14662,3,4,741.37,United Kingdom
1340,15379,7,7,3703.29,United Kingdom
1341,15752,0,7,2626.6,United Kingdom
1342,15916,7,8,1502.86,United Kingdom
1343,16142,26,1,535.34,United Kingdom
1344,16627,9,1,322.8,United Kingdom
1345,16720,17,1,152.95,United Kingdom
1346,16826,11,1,341.7,United Kingdom
1347,17636,10,1,285.56,United Kingdom
1348,17958,15,1,508.46,United Kingdom
1349,18121,17,2,653.3,United Kingdom
1350,18139,8,6,8438.34,United Kingdom
1351,18213,13,1,232.48,United Kingdom
1352,12350,28,1,334.4,Norway
1353,12452,7,2,430.57,Switzerland
1354,12520,5,5,2634.26,Germany
1355,12531,5,1,125.22,Germany
1356,13216,13,1,333.74,United Kingdom
1357,13460,9,2,183.44,United Kingdom
1358,13579,5,2,467.04,United Kingdom
1359,14001,5,3,2043.08,United Kingdom
1360,14219,25,1,89.94,United Kingdom
1361,14382,17,1,615.49,United Kingdom
1362,14434,2,6,1372.8,United Kingdom
1363,14476,3,1,193.0,United Kingdom
1364,14527,0,55,8507.13,United Kingdom
1365,14541,3,8,1453.35,United Kingdom
1366,14716,3,2,307.51,United Kingdom
1367,15755,1,6,2364.25,United Kingdom
1368,15823,393,1,15.0,United Kingdom
1369,15825,10,1,532.94,United Kingdom
1370,16070,13,2,852.15,United Kingdom
1371,16133,0,33,14589.04,United Kingdom
